anio,provincia_id,categorias,sexo,grupo_edad,cantidad
2010,42,Enfermedades del sistema genitourinario ,masculino,75 o mas,20.0
2014,54,Enfermedades del sistema genitourinario ,masculino,35-54,5.0
2010,42,Enfermedades del sistema genitourinario ,femenino,75 o mas,20.0
2016,62,Enfermedades del sistema genitourinario ,masculino,55-74,27.0
2006,22,Enfermedades del sistema genitourinario ,femenino,55-74,31.0
2011,26,Enfermedades del sistema genitourinario ,femenino,75 o mas,30.0
2006,34,Enfermedades del sistema genitourinario ,femenino,75 o mas,22.0
2005,70,Enfermedades del sistema genitourinario ,masculino,55-74,15.0
2007,66,Enfermedades del sistema genitourinario ,femenino,75 o mas,73.0
2017,10,Enfermedades del sistema genitourinario ,femenino,55-74,18.0
2014,50,Enfermedades del sistema genitourinario ,masculino,75 o mas,129.0
2011,30,Enfermedades del sistema genitourinario ,masculino,55-74,40.0
2005,74,Enfermedades del sistema genitourinario ,masculino,75 o mas,14.0
2007,94,Enfermedades del sistema genitourinario ,femenino,75 o mas,6.0
2019,58,Enfermedades del sistema genitourinario ,femenino,75 o mas,31.0
2008,14,Enfermedades del sistema genitourinario ,masculino,75 o mas,220.0
2007,58,Enfermedades del sistema genitourinario ,femenino,75 o mas,17.0
2005,2,Enfermedades del sistema genitourinario ,femenino,75 o mas,634.0
2017,90,Enfermedades del sistema genitourinario ,femenino,0-14,2.0
2022,22,Enfermedades del sistema genitourinario ,femenino,75 o mas,57.0
2017,46,Enfermedades del sistema genitourinario ,masculino,75 o mas,62.0
2016,50,Enfermedades del sistema genitourinario ,masculino,75 o mas,118.0
2008,22,Enfermedades del sistema genitourinario ,femenino,75 o mas,46.0
2015,90,Enfermedades del sistema genitourinario ,femenino,0-14,2.0
2014,10,Enfermedades del sistema genitourinario ,masculino,55-74,24.0
2021,62,Enfermedades del sistema genitourinario ,masculino,75 o mas,47.0
2020,58,Enfermedades del sistema genitourinario ,femenino,75 o mas,36.0
2005,58,Enfermedades del sistema genitourinario ,femenino,75 o mas,14.0
2018,18,Enfermedades del sistema genitourinario ,femenino,75 o mas,42.0
2008,90,Enfermedades del sistema genitourinario ,femenino,55-74,61.0
2018,86,Enfermedades del sistema genitourinario ,femenino,35-54,7.0
2017,6,Enfermedades del sistema genitourinario ,masculino,0-14,4.0
2009,22,Enfermedades del sistema genitourinario ,masculino,35-54,13.0
2011,6,Enfermedades del sistema genitourinario ,femenino,75 o mas,1186.0
2013,82,Enfermedades del sistema genitourinario ,masculino,75 o mas,317.0
2009,62,Enfermedades del sistema genitourinario ,masculino,75 o mas,34.0
2016,26,Enfermedades del sistema genitourinario ,masculino,75 o mas,45.0
2016,18,Enfermedades del sistema genitourinario ,femenino,75 o mas,60.0
2021,10,Enfermedades del sistema genitourinario ,femenino,55-74,18.0
2022,82,Enfermedades del sistema genitourinario ,masculino,75 o mas,441.0
2018,22,Enfermedades del sistema genitourinario ,femenino,75 o mas,87.0
2020,26,Enfermedades del sistema genitourinario ,masculino,0-14,2.0
2018,78,Enfermedades del sistema genitourinario ,femenino,75 o mas,22.0
2011,94,Enfermedades del sistema genitourinario ,masculino,55-74,1.0
2009,14,Enfermedades del sistema genitourinario ,masculino,35-54,19.0
2017,54,Enfermedades del sistema genitourinario ,masculino,75 o mas,55.0
2014,22,Enfermedades del sistema genitourinario ,masculino,75 o mas,77.0
2013,46,Enfermedades del sistema genitourinario ,masculino,75 o mas,19.0
2014,22,Enfermedades del sistema genitourinario ,femenino,75 o mas,56.0
2008,14,Enfermedades del sistema genitourinario ,femenino,75 o mas,275.0
2010,38,Enfermedades del sistema genitourinario ,masculino,55-74,55.0
2014,50,Enfermedades del sistema genitourinario ,femenino,75 o mas,161.0
2017,26,Enfermedades del sistema genitourinario ,femenino,0-14,1.0
2020,34,Enfermedades del sistema genitourinario ,masculino,75 o mas,26.0
2018,46,Enfermedades del sistema genitourinario ,masculino,75 o mas,52.0
2013,54,Enfermedades del sistema genitourinario ,masculino,75 o mas,50.0
2007,99,Enfermedades del sistema genitourinario ,femenino,75 o mas,4.0
2022,86,Enfermedades del sistema genitourinario ,femenino,75 o mas,92.0
2020,94,Enfermedades del sistema genitourinario ,masculino,55-74,3.0
2021,90,Enfermedades del sistema genitourinario ,masculino,75 o mas,60.0
2006,14,Enfermedades del sistema genitourinario ,femenino,75 o mas,257.0
2016,58,Enfermedades del sistema genitourinario ,femenino,55-74,14.0
2011,70,Enfermedades del sistema genitourinario ,masculino,75 o mas,26.0
2022,42,Enfermedades del sistema genitourinario ,masculino,75 o mas,34.0
2012,74,Enfermedades del sistema genitourinario ,femenino,75 o mas,35.0
2008,6,Enfermedades del sistema genitourinario ,femenino,75 o mas,867.0
2019,70,Enfermedades del sistema genitourinario ,femenino,75 o mas,55.0
2008,6,Enfermedades del sistema genitourinario ,masculino,75 o mas,865.0
2008,6,Enfermedades del sistema genitourinario ,desconocido,75 o mas,1.0
2005,46,Enfermedades del sistema genitourinario ,femenino,75 o mas,13.0
2012,54,Enfermedades del sistema genitourinario ,masculino,75 o mas,49.0
2006,38,Enfermedades del sistema genitourinario ,masculino,55-74,25.0
2017,50,Enfermedades del sistema genitourinario ,masculino,75 o mas,125.0
2020,86,Enfermedades del sistema genitourinario ,femenino,75 o mas,68.0
2015,38,Enfermedades del sistema genitourinario ,masculino,75 o mas,56.0
2013,82,Enfermedades del sistema genitourinario ,femenino,75 o mas,450.0
2010,94,Enfermedades del sistema genitourinario ,masculino,75 o mas,3.0
2007,82,Enfermedades del sistema genitourinario ,femenino,75 o mas,303.0
2019,99,Enfermedades del sistema genitourinario ,masculino,35-54,2.0
2006,50,Enfermedades del sistema genitourinario ,masculino,35-54,15.0
2005,38,Enfermedades del sistema genitourinario ,femenino,35-54,10.0
2019,30,Enfermedades del sistema genitourinario ,masculino,35-54,9.0
2022,14,Enfermedades del sistema genitourinario ,masculino,35-54,44.0
2005,82,Enfermedades del sistema genitourinario ,masculino,35-54,11.0
2007,70,Enfermedades del sistema genitourinario ,masculino,35-54,2.0
2006,50,Enfermedades del sistema genitourinario ,femenino,35-54,3.0
2021,66,Enfermedades del sistema genitourinario ,masculino,35-54,21.0
2013,2,Enfermedades del sistema genitourinario ,femenino,35-54,11.0
2020,34,Enfermedades del sistema genitourinario ,femenino,35-54,7.0
2011,99,Enfermedades del sistema genitourinario ,femenino,35-54,3.0
2007,90,Enfermedades del sistema genitourinario ,masculino,35-54,18.0
2015,70,Enfermedades del sistema genitourinario ,masculino,35-54,3.0
2022,18,Enfermedades del sistema genitourinario ,masculino,35-54,11.0
2013,22,Enfermedades del sistema genitourinario ,femenino,35-54,13.0
2007,30,Enfermedades del sistema genitourinario ,masculino,35-54,11.0
2015,90,Enfermedades del sistema genitourinario ,femenino,35-54,23.0
2009,6,Enfermedades del sistema genitourinario ,femenino,35-54,92.0
2014,82,Enfermedades del sistema genitourinario ,femenino,35-54,19.0
2014,6,Enfermedades del sistema genitourinario ,desconocido,35-54,1.0
2022,70,Enfermedades del sistema genitourinario ,masculino,35-54,7.0
2012,14,Enfermedades del sistema genitourinario ,femenino,35-54,16.0
2013,90,Enfermedades del sistema genitourinario ,femenino,35-54,14.0
2021,90,Enfermedades del sistema genitourinario ,femenino,35-54,14.0
2005,14,Enfermedades del sistema genitourinario ,masculino,35-54,14.0
2006,62,Enfermedades del sistema genitourinario ,masculino,35-54,2.0
2012,2,Enfermedades del sistema genitourinario ,masculino,35-54,10.0
2011,2,Enfermedades del sistema genitourinario ,femenino,35-54,13.0
2022,6,Enfermedades del sistema genitourinario ,femenino,35-54,130.0
2007,54,Enfermedades del sistema genitourinario ,femenino,35-54,8.0
2018,66,Enfermedades del sistema genitourinario ,femenino,35-54,13.0
2012,70,Enfermedades del sistema genitourinario ,masculino,35-54,3.0
2013,38,Enfermedades del sistema genitourinario ,masculino,35-54,11.0
2018,46,Enfermedades del sistema genitourinario ,femenino,35-54,8.0
2010,22,Enfermedades del sistema genitourinario ,masculino,35-54,7.0
2005,70,Enfermedades del sistema genitourinario ,femenino,35-54,1.0
2013,62,Enfermedades del sistema genitourinario ,masculino,35-54,9.0
2012,18,Enfermedades del sistema genitourinario ,femenino,35-54,6.0
2016,66,Enfermedades del sistema genitourinario ,femenino,35-54,13.0
2015,2,Enfermedades del sistema genitourinario ,femenino,35-54,11.0
2012,46,Enfermedades del sistema genitourinario ,femenino,35-54,2.0
2014,14,Enfermedades del sistema genitourinario ,femenino,35-54,21.0
2014,14,Enfermedades del sistema genitourinario ,masculino,35-54,35.0
2010,30,Enfermedades del sistema genitourinario ,masculino,35-54,9.0
2010,50,Enfermedades del sistema genitourinario ,masculino,35-54,4.0
2020,38,Enfermedades del sistema genitourinario ,femenino,35-54,11.0
2017,6,Enfermedades del sistema genitourinario ,femenino,35-54,105.0
2021,18,Enfermedades del sistema genitourinario ,femenino,35-54,11.0
2010,66,Enfermedades del sistema genitourinario ,masculino,35-54,11.0
2008,99,Enfermedades del sistema genitourinario ,masculino,35-54,5.0
2019,58,Enfermedades del sistema genitourinario ,masculino,35-54,6.0
2020,46,Enfermedades del sistema genitourinario ,femenino,35-54,9.0
2013,70,Enfermedades del sistema genitourinario ,masculino,35-54,4.0
2014,6,Enfermedades del sistema genitourinario ,femenino,35-54,109.0
2019,82,Enfermedades del sistema genitourinario ,femenino,35-54,18.0
2016,6,Enfermedades del sistema genitourinario ,masculino,35-54,115.0
2019,82,Enfermedades del sistema genitourinario ,masculino,35-54,29.0
2012,2,Enfermedades del sistema genitourinario ,femenino,35-54,8.0
2015,82,Enfermedades del sistema genitourinario ,femenino,35-54,25.0
2009,38,Enfermedades del sistema genitourinario ,masculino,35-54,9.0
2015,6,Enfermedades del sistema genitourinario ,masculino,35-54,140.0
2018,74,Enfermedades del sistema genitourinario ,masculino,35-54,6.0
2009,99,Enfermedades del sistema genitourinario ,masculino,35-54,1.0
2016,14,Enfermedades del sistema genitourinario ,femenino,35-54,27.0
2006,38,Enfermedades del sistema genitourinario ,femenino,35-54,12.0
2010,58,Enfermedades del sistema genitourinario ,femenino,35-54,1.0
2018,38,Enfermedades del sistema genitourinario ,femenino,35-54,11.0
2014,34,Enfermedades del sistema genitourinario ,masculino,35-54,5.0
2020,38,Enfermedades del sistema genitourinario ,masculino,35-54,13.0
2013,18,Enfermedades del sistema genitourinario ,masculino,75 o mas,52.0
2006,30,Enfermedades del sistema genitourinario ,masculino,75 o mas,79.0
2011,18,Enfermedades del sistema genitourinario ,masculino,55-74,35.0
2012,58,Enfermedades del sistema genitourinario ,masculino,55-74,16.0
2019,58,Enfermedades del sistema genitourinario ,masculino,55-74,12.0
2014,54,Enfermedades del sistema genitourinario ,masculino,55-74,50.0
2015,62,Enfermedades del sistema genitourinario ,masculino,75 o mas,51.0
2015,86,Enfermedades del sistema genitourinario ,masculino,55-74,38.0
2006,18,Enfermedades del sistema genitourinario ,masculino,35-54,8.0
2022,34,Enfermedades del sistema genitourinario ,masculino,75 o mas,30.0
2015,22,Enfermedades del sistema genitourinario ,masculino,75 o mas,54.0
2017,10,Enfermedades del sistema genitourinario ,masculino,75 o mas,31.0
2010,18,Enfermedades del sistema genitourinario ,masculino,75 o mas,42.0
2011,66,Enfermedades del sistema genitourinario ,masculino,75 o mas,61.0
2005,34,Enfermedades del sistema genitourinario ,masculino,55-74,28.0
2017,58,Enfermedades del sistema genitourinario ,masculino,75 o mas,33.0
2007,82,Enfermedades del sistema genitourinario ,masculino,75 o mas,267.0
2012,90,Enfermedades del sistema genitourinario ,masculino,75 o mas,105.0
2005,18,Enfermedades del sistema genitourinario ,masculino,55-74,20.0
2010,46,Enfermedades del sistema genitourinario ,masculino,55-74,14.0
2009,46,Enfermedades del sistema genitourinario ,masculino,55-74,9.0
2005,58,Enfermedades del sistema genitourinario ,masculino,75 o mas,15.0
2006,22,Enfermedades del sistema genitourinario ,masculino,75 o mas,44.0
2019,54,Enfermedades del sistema genitourinario ,masculino,75 o mas,48.0
2021,6,Enfermedades del sistema genitourinario ,masculino,Sin Información,20.0
2009,54,Enfermedades del sistema genitourinario ,masculino,75 o mas,49.0
2011,26,Enfermedades del sistema genitourinario ,masculino,75 o mas,21.0
2018,38,Enfermedades del sistema genitourinario ,masculino,75 o mas,66.0
2012,46,Enfermedades del sistema genitourinario ,masculino,75 o mas,15.0
2012,50,Enfermedades del sistema genitourinario ,masculino,75 o mas,138.0
2011,14,Enfermedades del sistema genitourinario ,masculino,75 o mas,291.0
2008,2,Enfermedades del sistema genitourinario ,masculino,75 o mas,426.0
2009,50,Enfermedades del sistema genitourinario ,masculino,35-54,18.0
2009,58,Enfermedades del sistema genitourinario ,masculino,75 o mas,19.0
2008,62,Enfermedades del sistema genitourinario ,masculino,75 o mas,27.0
2022,66,Enfermedades del sistema genitourinario ,masculino,75 o mas,100.0
2013,26,Enfermedades del sistema genitourinario ,masculino,55-74,16.0
2009,18,Enfermedades del sistema genitourinario ,masculino,55-74,27.0
2015,50,Enfermedades del sistema genitourinario ,masculino,75 o mas,123.0
2008,18,Enfermedades del sistema genitourinario ,masculino,75 o mas,48.0
2009,34,Enfermedades del sistema genitourinario ,masculino,75 o mas,8.0
2015,54,Enfermedades del sistema genitourinario ,masculino,75 o mas,50.0
2008,54,Enfermedades del sistema genitourinario ,masculino,55-74,39.0
2015,78,Enfermedades del sistema genitourinario ,masculino,75 o mas,8.0
2007,18,Enfermedades del sistema genitourinario ,masculino,75 o mas,51.0
2020,10,Enfermedades del sistema genitourinario ,masculino,75 o mas,44.0
2019,22,Enfermedades del sistema genitourinario ,masculino,75 o mas,40.0
2009,50,Enfermedades del sistema genitourinario ,masculino,55-74,68.0
2020,62,Enfermedades del sistema genitourinario ,masculino,75 o mas,68.0
2007,78,Enfermedades del sistema genitourinario ,masculino,75 o mas,13.0
2013,2,Enfermedades del sistema genitourinario ,masculino,75 o mas,513.0
2020,30,Enfermedades del sistema genitourinario ,masculino,75 o mas,107.0
2008,34,Enfermedades del sistema genitourinario ,masculino,75 o mas,14.0
2017,18,Enfermedades del sistema genitourinario ,masculino,55-74,37.0
2013,14,Enfermedades del sistema genitourinario ,masculino,75 o mas,369.0
2021,82,Enfermedades del sistema genitourinario ,masculino,75 o mas,419.0
2007,62,Enfermedades del sistema genitourinario ,masculino,75 o mas,36.0
2007,2,Enfermedades del sistema genitourinario ,masculino,75 o mas,513.0
2006,74,Enfermedades del sistema genitourinario ,masculino,75 o mas,18.0
2018,6,Enfermedades del sistema genitourinario ,masculino,Sin Información,24.0
2008,90,Enfermedades del sistema genitourinario ,masculino,75 o mas,62.0
2017,86,Enfermedades del sistema genitourinario ,masculino,75 o mas,37.0
2018,26,Enfermedades del sistema genitourinario ,masculino,75 o mas,42.0
2019,99,Enfermedades del sistema genitourinario ,masculino,Sin Información,4.0
2005,70,Enfermedades del sistema genitourinario ,masculino,35-54,7.0
2005,86,Enfermedades del sistema genitourinario ,masculino,55-74,28.0
2006,86,Enfermedades del sistema genitourinario ,masculino,55-74,42.0
2009,6,Enfermedades del sistema genitourinario ,desconocido,55-74,2.0
2010,58,Enfermedades del sistema genitourinario ,masculino,55-74,17.0
2021,70,Enfermedades del sistema genitourinario ,masculino,75 o mas,35.0
2007,42,Enfermedades del sistema genitourinario ,masculino,75 o mas,20.0
2007,86,Enfermedades del sistema genitourinario ,masculino,75 o mas,38.0
2021,22,Enfermedades del sistema genitourinario ,masculino,75 o mas,52.0
2008,30,Enfermedades del sistema genitourinario ,masculino,75 o mas,62.0
2014,90,Enfermedades del sistema genitourinario ,masculino,35-54,28.0
2016,54,Enfermedades del sistema genitourinario ,masculino,55-74,45.0
2014,2,Enfermedades del sistema genitourinario ,masculino,0-14,3.0
2014,6,Enfermedades del sistema genitourinario ,masculino,15-34,29.0
2018,90,Enfermedades del sistema genitourinario ,masculino,35-54,16.0
2019,86,Enfermedades del sistema genitourinario ,masculino,35-54,15.0
2014,14,Enfermedades del sistema genitourinario ,masculino,15-34,5.0
2007,66,Enfermedades del sistema genitourinario ,masculino,55-74,85.0
2008,10,Enfermedades del sistema genitourinario ,masculino,55-74,25.0
2010,78,Enfermedades del sistema genitourinario ,masculino,55-74,8.0
2021,6,Enfermedades del sistema genitourinario ,masculino,15-34,36.0
2021,50,Enfermedades del sistema genitourinario ,masculino,55-74,77.0
2008,54,Enfermedades del sistema genitourinario ,masculino,Sin Información,1.0
2019,6,Enfermedades del sistema genitourinario ,masculino,Sin Información,33.0
